OBJECTID,GEOID20,ED,FIL,nbhdname,Total Population,White,Black,American Indian,Asian,Native Hawaiian,Some Other,Two or More,Hispanic
1877,360290165001010,ELL-024,FIL-007,Central,20,12,8,0,0,0,0,0,0
1878,360290165001005,ELL-025,FIL-010,Central,38,30,4,0,0,0,0,4,4
1882,360290015001001,FIL-020,FIL-020,Broadway Fillmore,17,1,16,0,0,0,0,0,0
1883,360290015001031,FIL-018,FIL-018,Broadway Fillmore,19,9,5,2,3,0,0,0,2
1884,360290015001021,FIL-018,FIL-018,Broadway Fillmore,18,2,13,0,0,0,0,3,2
1921,360290005001022,FIL-013,FIL-013,First Ward,12,10,1,0,0,0,0,1,1
1923,360290165001088,FIL-008,FIL-007,Central,0,0,0,0,0,0,0,0,0
1924,360290165001074,FIL-007,FIL-007,Central,0,0,0,0,0,0,0,0,0
1927,360290165001087,FIL-008,FIL-008,Central,0,0,0,0,0,0,0,0,0
1928,360290165001089,FIL-008,FIL-007,Central,0,0,0,0,0,0,0,0,0
1929,360290068011013,FIL-003,FIL-036,Allentown,13,9,0,0,0,0,0,4,4
1937,360290017001015,FIL-019,FIL-019,Broadway Fillmore,27,16,1,0,2,0,2,6,2
1939,360290024005004,FIL-025,FIL-025,Lovejoy,151,47,91,0,4,0,4,5,19
1941,360290017001021,FIL-019,FIL-019,Broadway Fillmore,49,30,11,0,0,0,7,1,8
1969,360290017001003,FIL-019,FIL-019,Broadway Fillmore,23,14,2,0,5,0,0,2,1
1975,360290068011005,FIL-003,FIL-003,Allentown,171,127,22,0,11,0,4,7,5
1976,360290068023006,FIL-002,FIL-002,Allentown,89,63,3,0,8,0,5,10,14
1999,360290015001025,FIL-018,FIL-018,Broadway Fillmore,36,9,23,0,1,0,1,2,3
2000,360290017002011,FIL-018,FIL-039,Broadway Fillmore,3,1,0,0,1,0,0,1,2
2001,360290017002012,FIL-018,FIL-039,Broadway Fillmore,14,7,3,0,0,0,0,4,3
2002,360290016021013,FIL-023,FIL-023,Broadway Fillmore,17,4,9,0,0,0,0,4,2
2003,360290016021025,FIL-023,FIL-023,Broadway Fillmore,79,6,45,1,25,0,2,0,5
2004,360290016021018,FIL-024,FIL-024,Broadway Fillmore,46,7,26,0,6,0,4,3,6
2005,360290015002011,FIL-020,FIL-020,Broadway Fillmore,11,1,9,0,0,0,0,1,1
2006,360290015001005,FIL-020,FIL-020,Broadway Fillmore,19,1,18,0,0,0,0,0,0
2008,360290015001023,FIL-018,FIL-018,Broadway Fillmore,18,4,10,0,3,0,0,1,1
2009,360290165001106,FIL-010,FIL-010,Central,6,5,0,0,0,0,1,0,1
2029,360290165001077,FIL-007,FIL-007,Central,0,0,0,0,0,0,0,0,0
2130,360290164001014,FIL-010,FIL-009,First Ward,0,0,0,0,0,0,0,0,0
2131,360290164001013,FIL-010,FIL-009,First Ward,2,0,0,0,0,0,1,1,1
2132,360290164001016,FIL-013,FIL-012,First Ward,0,0,0,0,0,0,0,0,0
2133,360290164001017,FIL-013,FIL-013,First Ward,20,14,1,0,0,0,0,5,8
2135,360290005001012,FIL-013,FIL-013,First Ward,38,23,4,0,0,0,4,7,17
2137,360290164002037,FIL-015,FIL-015,Ellicott,0,0,0,0,0,0,0,0,0
2149,360290067013000,ELL-014,FIL-001,Elmwood Bryant,199,142,22,1,8,0,16,10,17
2155,360290017002013,FIL-018,FIL-039,Broadway Fillmore,44,21,13,0,3,0,0,7,4
2160,360290067024001,ELL-015,FIL-033,Elmwood Bryant,338,175,104,3,7,0,19,30,50
2161,360290067024000,ELL-015,FIL-033,Elmwood Bryant,0,0,0,0,0,0,0,0,0
2163,360290068011009,FIL-004,FIL-002,Allentown,22,11,7,0,3,0,0,1,2
2170,360290005002003,FIL-013,FIL-013,First Ward,69,57,3,2,0,0,3,4,8
2177,360290005001015,FIL-013,FIL-013,First Ward,34,17,3,1,0,0,9,4,13
2178,360290017001019,FIL-019,FIL-019,Broadway Fillmore,79,69,8,0,2,0,0,0,3
2179,360290017002018,FIL-018,FIL-039,Seneca Babcock,32,24,3,1,2,0,0,2,1
2182,360290024005011,FIL-025,FIL-025,Lovejoy,73,19,20,3,25,0,1,5,8
2201,360290163001009,FIL-016,FIL-016,Seneca Babcock,118,92,13,0,5,0,1,7,21
2204,360290072021011,FIL-008,FIL-008,Central,956,275,338,0,3,1,194,145,412
2209,360290027042003,FIL-027,FIL-027,Broadway Fillmore,181,6,18,0,138,0,12,7,5
2210,360290015001003,FIL-020,FIL-020,Broadway Fillmore,24,0,12,0,6,0,4,2,4
2211,360290072021012,FIL-008,FIL-008,Central,0,0,0,0,0,0,0,0,0
2219,360290028021007,FIL-032,FIL-032,Genesee-Moselle,24,2,14,0,0,0,1,7,5
2227,360290164002009,FIL-018,FIL-018,Ellicott,16,10,4,1,0,0,1,0,2
2228,360290164002025,FIL-015,FIL-038,Ellicott,20,17,2,0,0,0,0,1,3
2236,360290072021001,ELL-034,FIL-008,Central,0,0,0,0,0,0,0,0,0
2251,360290164001019,FIL-008,FIL-037,First Ward,40,26,7,0,3,0,1,3,8
2256,360290028011009,FIL-028,FIL-028,Genesee-Moselle,26,10,5,0,1,0,5,5,12
2257,360290017002016,FIL-018,FIL-039,Broadway Fillmore,31,19,12,0,0,0,0,0,2
2258,360290016021026,FIL-024,FIL-024,Broadway Fillmore,51,2,26,0,11,0,3,9,7
2261,360290016021007,FIL-020,FIL-020,Broadway Fillmore,25,2,19,0,0,0,1,3,2
2262,360290027031010,FIL-027,FIL-027,Broadway Fillmore,89,1,11,0,66,0,7,4,1
2263,360290016011015,FIL-024,FIL-024,Broadway Fillmore,83,14,43,0,12,0,3,11,8
2268,360290067021003,ELL-009,FIL-031,Elmwood Bryant,140,110,0,1,17,0,2,10,15
2309,360290068021002,FIL-001,FIL-001,Allentown,149,132,5,0,2,0,8,2,6
2356,360290005002004,FIL-013,FIL-013,First Ward,69,62,1,0,0,0,0,6,12
2360,360290164002028,FIL-015,FIL-038,Ellicott,0,0,0,0,0,0,0,0,0
2361,360290005001018,FIL-013,FIL-013,First Ward,39,27,2,0,0,0,4,6,11
2362,360290164004006,FIL-014,,Ellicott,0,0,0,0,0,0,0,0,0
2368,360290164001018,FIL-000,FIL-037,First Ward,15,4,4,0,0,0,1,6,11
2378,360290068011002,FIL-003,FIL-003,Allentown,82,53,6,0,9,0,6,8,17
2384,360290067021005,ELL-009,FIL-031,Elmwood Bryant,102,70,15,2,3,0,6,6,8
2393,360290165001021,ELL-024,FIL-007,Central,0,0,0,0,0,0,0,0,0
2394,360290165001006,ELL-024,FIL-010,Central,48,43,0,0,0,0,0,5,0
2395,360290165001062,FIL-010,FIL-010,Central,0,0,0,0,0,0,0,0,0
2402,360290163001000,FIL-019,FIL-019,Seneca Babcock,0,0,0,0,0,0,0,0,0
2426,360290068021003,FIL-001,FIL-001,Allentown,82,70,7,0,0,0,4,1,5
2427,360290068022009,FIL-004,FIL-002,Allentown,50,29,3,1,2,0,0,15,14
2428,360290068011014,FIL-003,FIL-036,Allentown,84,34,31,1,15,0,0,3,3
2429,360290165001082,FIL-010,FIL-010,Central,0,0,0,0,0,0,0,0,0
2443,360290029002004,FIL-011,FIL-011,Genesee-Moselle,51,3,34,0,11,0,1,2,0
2448,360290164002011,FIL-018,FIL-018,Ellicott,18,3,9,0,0,0,6,0,7
2456,360290005002008,FIL-013,FIL-013,First Ward,22,18,0,0,0,0,1,3,3
2457,360290005002011,FIL-013,FIL-013,First Ward,73,67,5,0,0,0,0,1,1
2462,360290164001015,FIL-010,FIL-012,First Ward,12,5,3,0,0,0,0,4,3
2464,360290071023002,FIL-005,FIL-008,Lower West Side,63,25,0,0,3,0,8,27,39
2465,360290068011010,FIL-004,FIL-002,Allentown,48,39,1,0,0,0,3,5,8
2466,360290071021006,FIL-007,FIL-007,Lower West Side,12,3,5,0,0,0,3,1,7
2500,360290016021010,FIL-020,FIL-020,Broadway Fillmore,32,5,19,0,0,0,4,4,8
2501,360290016021011,FIL-022,FIL-022,Broadway Fillmore,20,4,4,0,0,0,0,12,8
2502,360290017001007,FIL-020,FIL-020,Broadway Fillmore,123,21,92,0,2,0,0,8,5
2503,360290016021022,FIL-022,FIL-022,Broadway Fillmore,40,5,26,0,0,0,6,3,7
2504,360290015001007,FIL-018,FIL-018,Broadway Fillmore,16,0,15,0,0,0,0,1,1
2505,360290015001006,FIL-018,FIL-018,Broadway Fillmore,65,5,45,1,8,0,5,1,5
2506,360290015001024,FIL-018,FIL-018,Broadway Fillmore,23,0,13,0,0,0,0,10,2
2507,360290017002002,FIL-018,FIL-018,Broadway Fillmore,15,1,8,0,0,0,1,5,3
2508,360290017002010,FIL-018,FIL-039,Broadway Fillmore,36,20,13,0,0,0,2,1,8
2509,360290017002006,FIL-018,FIL-039,Broadway Fillmore,40,19,9,0,9,0,0,3,2
2510,360290017002008,FIL-018,FIL-039,Broadway Fillmore,30,17,6,0,0,0,2,5,5
2511,360290017002009,FIL-018,FIL-039,Broadway Fillmore,50,16,8,0,3,0,7,16,7
2512,360290017002017,FIL-018,FIL-039,Broadway Fillmore,33,10,5,0,0,0,8,10,13
2513,360290017002015,FIL-018,FIL-039,Broadway Fillmore,50,43,0,0,2,0,0,5,2
2514,360290016021012,FIL-022,FIL-022,Broadway Fillmore,26,2,23,0,0,0,0,1,1
2515,360290016021020,FIL-021,FIL-021,Broadway Fillmore,23,9,5,0,4,0,0,5,6
2516,360290016021019,FIL-021,FIL-021,Broadway Fillmore,75,22,34,0,13,0,4,2,3
2517,360290017001006,FIL-021,FIL-021,Broadway Fillmore,0,0,0,0,0,0,0,0,0
2518,360290016021031,FIL-021,FIL-021,Broadway Fillmore,37,8,11,0,8,0,3,7,7
2529,360290072021003,ELL-033,FIL-035,Central,298,266,8,0,10,1,3,10,17
2530,360290072021017,FIL-005,FIL-008,Lower West Side,0,0,0,0,0,0,0,0,0
2584,360290165001095,FIL-008,FIL-008,Central,0,0,0,0,0,0,0,0,0
2586,360290029002005,FIL-011,FIL-011,Genesee-Moselle,115,9,58,1,16,0,29,2,34
2600,360290028021009,FIL-032,FIL-032,Genesee-Moselle,37,6,25,0,0,0,3,3,7
2610,360290165001071,FIL-010,FIL-010,Central,2,0,0,0,2,0,0,0,0
2639,360290165001050,ELL-029,FIL-010,Central,0,0,0,0,0,0,0,0,0
2643,360290165001099,FIL-010,FIL-010,Central,0,0,0,0,0,0,0,0,0
2658,360290071021002,FIL-007,FIL-007,Central,0,0,0,0,0,0,0,0,0
2659,360290164002024,FIL-018,FIL-018,Ellicott,35,29,0,1,0,0,4,1,5
2661,360290024005012,FIL-025,FIL-025,Lovejoy,34,11,10,2,3,0,6,2,8
2676,360290015001008,FIL-018,FIL-018,Broadway Fillmore,18,0,17,0,0,0,0,1,1
2678,360290028021013,FIL-032,FIL-032,Genesee-Moselle,26,3,4,0,4,0,2,13,3
2680,360290028021008,FIL-032,FIL-032,Genesee-Moselle,44,10,26,0,2,0,4,2,4
2683,360290072021014,FIL-008,FIL-008,Central,0,0,0,0,0,0,0,0,0
2708,360290072021002,FIL-005,FIL-008,Central,0,0,0,0,0,0,0,0,0
2753,360290017002003,FIL-018,FIL-039,Broadway Fillmore,23,19,0,0,0,0,1,3,4
2754,360290016011017,FIL-025,FIL-025,Broadway Fillmore,72,28,16,0,14,0,0,14,4
2755,360290016011002,FIL-021,FIL-021,Broadway Fillmore,94,40,36,0,0,0,10,8,12
2760,360290071042002,ELL-035,FIL-005,Lower West Side,111,46,19,0,1,0,33,12,49
2761,360290068023004,FIL-002,FIL-002,Allentown,183,130,19,2,3,0,10,19,35
2762,360290071042000,FIL-005,FIL-002,Lower West Side,187,97,22,0,19,0,19,30,64
2763,360290071023004,FIL-005,FIL-008,Lower West Side,122,53,17,0,0,0,26,26,59
2764,360290071023005,FIL-005,FIL-008,Lower West Side,87,50,9,2,0,0,9,17,34
2765,360290071022005,FIL-005,FIL-008,Lower West Side,142,74,35,0,0,1,9,23,54
2766,360290071023001,FIL-005,FIL-008,Lower West Side,79,23,3,0,0,0,35,18,63
2767,360290071023000,FIL-005,FIL-008,Lower West Side,63,46,6,0,0,0,4,7,8
2768,360290071022002,FIL-006,FIL-006,Lower West Side,136,82,18,1,0,0,28,7,57
2769,360290071022000,FIL-006,FIL-006,Lower West Side,0,0,0,0,0,0,0,0,0
2770,360290071022003,FIL-006,FIL-006,Lower West Side,0,0,0,0,0,0,0,0,0
2771,360290068023003,FIL-002,FIL-002,Allentown,103,85,13,0,1,0,0,4,3
2772,360290071021004,FIL-007,FIL-007,Lower West Side,84,7,31,1,1,0,31,13,46
2773,360290068011008,FIL-003,FIL-036,Allentown,51,32,6,0,0,0,3,10,6
2774,360290068011011,FIL-004,FIL-004,Allentown,0,0,0,0,0,0,0,0,0
2775,360290068011015,FIL-004,FIL-004,Allentown,0,0,0,0,0,0,0,0,0
2776,360290165002008,ELL-024,FIL-006,Central,0,0,0,0,0,0,0,0,0
2777,360290165002009,ELL-024,FIL-006,Central,23,10,6,2,2,0,1,2,1
2778,360290068011007,FIL-003,FIL-036,Allentown,79,46,13,0,6,0,4,10,8
2779,360290165002020,ELL-024,FIL-010,Central,0,0,0,0,0,0,0,0,0
2780,360290165002021,ELL-024,FIL-010,Central,19,6,7,0,0,0,0,6,3
2781,360290071022007,FIL-007,FIL-007,Lower West Side,106,50,18,2,0,0,17,19,51
2782,360290071022008,FIL-007,FIL-007,Lower West Side,31,16,8,0,1,0,2,4,9
2783,360290071022009,FIL-007,FIL-007,Lower West Side,0,0,0,0,0,0,0,0,0
2784,360290165001056,FIL-007,FIL-010,Central,20,15,2,0,1,0,1,1,7
2792,360290015001027,FIL-018,FIL-018,Broadway Fillmore,13,0,9,1,0,0,0,3,4
2795,360290015001030,FIL-018,FIL-018,Broadway Fillmore,16,11,5,0,0,0,0,0,0
2796,360290015001017,FIL-018,FIL-018,Broadway Fillmore,0,0,0,0,0,0,0,0,0
2800,360290163002004,FIL-017,FIL-017,Lovejoy,60,22,21,0,0,0,0,17,15
2802,360290164002031,FIL-015,FIL-015,Ellicott,0,0,0,0,0,0,0,0,0
2803,360290024005001,FIL-025,FIL-025,Lovejoy,52,6,27,0,2,0,3,14,23
2872,360290005001011,FIL-013,FIL-013,First Ward,70,61,1,0,0,0,2,6,8
2874,360290005002005,FIL-013,FIL-013,First Ward,7,1,1,2,0,0,3,0,4
2875,360290005002006,FIL-013,FIL-013,First Ward,0,0,0,0,0,0,0,0,0
2876,360290005002007,FIL-013,FIL-013,First Ward,38,32,3,0,0,0,1,2,3
2879,360290164005012,FIL-013,FIL-013,Ellicott,3,3,0,0,0,0,0,0,0
2880,360290005002002,FIL-013,FIL-013,First Ward,93,80,10,0,1,0,0,2,5
2881,360290005002001,FIL-013,FIL-013,First Ward,62,50,4,0,0,0,0,8,21
2882,360290005001010,FIL-013,FIL-013,First Ward,57,38,7,0,0,0,10,2,15
2883,360290005001055,FIL-013,FIL-013,First Ward,0,0,0,0,0,0,0,0,0
2884,360290005002019,FIL-012,FIL-013,First Ward,142,113,4,0,7,0,0,18,14
2885,360290005001054,FIL-008,FIL-026,First Ward,8,8,0,0,0,0,0,0,1
2886,360290005001044,FIL-013,FIL-013,First Ward,0,0,0,0,0,0,0,0,0
2893,360290164004001,FIL-015,FIL-015,Ellicott,5,0,2,0,0,0,3,0,3
2894,360290164002029,FIL-015,FIL-038,Ellicott,0,0,0,0,0,0,0,0,0
2897,360290164002034,FIL-015,FIL-015,Ellicott,6,3,0,1,2,0,0,0,1
2898,360290164005000,FIL-015,FIL-015,Ellicott,19,9,4,0,0,0,6,0,9
2899,360290005001009,FIL-013,FIL-013,First Ward,58,45,7,0,0,0,4,2,6
2900,360290005001017,FIL-013,FIL-013,First Ward,41,27,1,0,0,0,8,5,17
2901,360290005001008,FIL-013,FIL-013,First Ward,0,0,0,0,0,0,0,0,0
2902,360290005002012,FIL-013,FIL-013,First Ward,0,0,0,0,0,0,0,0,0
2903,360290164004000,FIL-015,FIL-015,Ellicott,48,38,0,0,1,0,0,9,14
2904,360290164004003,FIL-015,FIL-015,Ellicott,169,134,8,2,10,0,4,11,16
2906,360290005001007,FIL-013,FIL-013,First Ward,30,23,2,0,0,0,5,0,3
2907,360290164004005,FIL-015,FIL-015,Ellicott,12,4,2,1,2,0,0,3,6
2920,360290163002003,FIL-019,FIL-019,Seneca Babcock,154,87,61,0,3,0,0,3,3
2955,360290165001049,ELL-029,FIL-010,Central,4,3,1,0,0,0,0,0,0
2967,360290017002019,FIL-018,FIL-039,Broadway Fillmore,21,7,10,0,0,0,3,1,4
2969,360290028012002,FIL-028,FIL-028,Genesee-Moselle,67,12,37,0,6,0,7,5,8
2970,360290024005002,FIL-025,FIL-025,Lovejoy,24,1,10,1,11,0,0,1,2
2973,360290163001003,FIL-019,FIL-019,Seneca Babcock,18,16,1,0,0,0,0,1,6
2974,360290163001008,FIL-016,FIL-016,Seneca Babcock,60,41,0,1,0,0,6,12,14
2975,360290163001010,FIL-016,FIL-016,Seneca Babcock,16,12,0,0,0,0,0,4,1
2981,360290029003001,FIL-011,FIL-011,Genesee-Moselle,14,0,14,0,0,0,0,0,0
2982,360290028021005,FIL-032,FIL-032,Genesee-Moselle,46,5,36,0,0,0,3,2,7
2986,360290164002023,FIL-018,FIL-018,Ellicott,16,16,0,0,0,0,0,0,1
2993,360290005002009,FIL-013,FIL-013,First Ward,163,109,27,1,1,0,8,17,20
2995,360290164005008,FIL-013,FIL-013,Ellicott,25,18,3,0,1,0,3,0,3
