jurisdiction,righttoaddress,rightfromaddress,lefttoaddress,leftfromaddress,nysstreetid,objectid,highwaynumber,leftpostal,shape_length,rightpostal,fcc,acc,completestreetname,speed
12,199,93,198,92,477788945,6402,,14211,185.00661636802715,14211,A41,5,Ruhland Avenue,25
12,,,,,477795300,9868,,14202,14.746107960940462,14202,A41,5,Templeton Terrace,25
12,353,277,350,276,477790170,6330,,14212,242.60677265981624,14212,A40,5,Sweet Avenue,25
12,199,59,198,62,477787577,8251,,14209,172.14542921606713,14209,A41,5,Barker Street,25
01,603,593,596,592,477795832,10371,16,14210,15.486419857491544,14210,A21,4,Seneca Street,35
12,87,1,88,2,477790995,6444,,14212,280.40145271716455,14212,A41,5,Lathrop Street,25
12,99,1,98,2,477790273,8065,,14201,198.62108821695301,14202,A41,5,Holloway Alley,25
12,87,1,88,2,477790398,1059,,14212,280.73514399575174,14212,A41,5,Schutrum Street,25
12,35,1,34,2,477794094,7626,,14202,124.25052779374877,14202,A41,5,Ojibwa Circle,25
12,49,1,48,2,477791937,6535,,14212,145.09439983900791,14212,A41,5,Amity Street,25
01,971,951,986,954,477795157,10891,354,14206,69.893236186038763,14210,A31,3,Clinton Street,35
12,135,65,134,64,477790828,7922,,14201,211.47080980575353,14201,A41,5,West Avenue,25
12,399,159,398,156,477790363,6301,,14211,484.11516280135692,14211,A40,5,Reed Street,25
12,61,1,68,2,477791421,999,,14212,51.468782772063399,14212,A41,5,Quincy Street,25
12,40,2,39,1,477794318,6719,,14206,136.08291109102646,14206,A41,5,San Domingo Alley,25
12,105,1,102,2,477791131,6468,,14212,327.1761216242931,14212,A40,5,Sobieski Street,25
12,571,541,568,538,477788043,1117,,14211,90.069709114593707,14211,A31,4,Walden Avenue,35
12,99,1,98,2,477795479,10933,,14206,85.764482741914648,14206,A41,5,Bender Avenue,25
12,87,71,194,194,477790095,8983,,14201,44.658241120789086,14201,A41,5,Porter Avenue,25
12,233,165,226,160,477792826,6635,,14212,199.02331122360312,14212,A40,5,Detroit Street,25
12,95,1,96,2,477796722,10197,,14204,229.11862893977565,14204,A41,5,Columbia Street,25
12,45,1,46,2,477796545,10711,,14210,49.911641929069702,14210,A41,5,Griffin Street,25
12,199,89,198,82,477793989,6563,,14206,205.09425753962162,14206,A41,5,Thomas Street,25
12,,,,,600004898,737,,14206,177.43751230508289,14206,A41,5,Unnamed Street,25
12,27,1,44,2,477788122,8246,,14209,117.74823174164688,14209,A31,4,Best Street,35
12,33,11,32,10,477795236,10894,,14210,87.168368689863726,14210,A41,5,Clare Street,25
12,469,437,474,434,477793220,7385,,14203,133.91100514905463,14203,A41,4,Washington Street,25
06,,,,,477797387,10683,190,14210,27.882568031036666,14210,A15,1,Interstate 190 Northbound,65
12,89,83,86,80,477787293,1331,,14211,13.821479660347794,14211,A41,5,Hazel Place,25
12,199,101,198,98,477789928,8015,,14201,231.19933106366707,14201,A40,5,Days Park,25
12,67,1,66,2,477789745,7933,,14201,212.48524513544137,14201,A40,5,Plymouth Avenue,25
12,99,1,98,2,477790503,8079,,14202,90.859065591203731,14202,A41,5,Saint Louis Place,25
12,137,81,136,82,477789982,6419,,14212,186.66913470212359,14212,A41,5,Titus Avenue,25
12,223,165,230,166,477792829,6642,,14212,198.3522424882909,14212,A40,5,Shumway Street,25
12,99,1,98,2,477828003,7706,,14202,53.705349009009076,14202,A40,5,Jerge Drive,25
12,99,1,98,2,477795752,10779,,14210,27.608366145889036,14210,A41,5,Schuyler Street,25
12,99,1,98,2,477789098,8043,,14202,59.51732016815464,14202,A41,5,Franklin Park North,25
12,53,1,54,2,477790251,7867,,14201,174.36296309753953,14201,A40,5,College Street,25
12,99,1,98,2,477791851,7893,,14201,213.03748716698465,14201,A41,5,Fell Alley,25
12,33,1,26,2,477798379,9684,,14204,81.4673087807775,14204,A41,5,Republic Street,25
12,25,11,28,26,477793238,7379,,14202,77.737385169672294,14202,A31,3,Court Street,35
12,,,,,800004090,7736,,14201,15.765795536323827,14201,A41,5,Village Court,25
12,153,1,144,2,477791864,6802,,14212,470.30523860502086,14212,A40,5,Guilford Street,25
12,879,727,882,718,477791525,6810,,14212,469.6216274836421,14212,A31,4,Fillmore Avenue,35
12,15,1,16,2,477789046,1119,,14211,106.38272747700289,14211,A41,5,West Shore Avenue,25
12,,,,,477790289,1067,,14212,4.7937667861901554,14212,A41,5,Gatchell Street,25
12,99,61,98,62,477792305,7755,,14201,56.593085915889489,14201,A41,4,Rabin Terrace,25
12,,,98,2,477789173,8008,,14201,104.79696989900313,14201,A40,5,Arlington Park,25
12,21,1,22,2,477795691,10017,,14203,88.198258818941611,14203,A31,5,Scott Street,35
12,77,1,74,2,477798805,9665,,14204,151.87715693953496,14204,A41,5,Alabama Street,25
12,,,,,600061530,9997,,14202,75.67258515529835,14202,A40,5,Prime Street,25
12,,,,,600061527,10004,,14202,5.0331692803607915,14202,A40,5,Hanover Street,25
12,29,1,28,2,477796867,10214,,14204,113.99837937401756,14204,A41,5,Marvin Street,25
12,283,1,284,2,477791944,9122,,14201,213.03773797122582,14201,A40,5,Trenton Avenue,25
12,567,201,568,202,477794251,7630,,14202,45.196057350354245,14202,A41,5,Admirals Walk,25
12,99,1,98,2,477792151,7824,,14203,101.52985964745476,14203,A41,5,Saint Michaels Place,25
12,87,1,88,2,477790452,1073,,14212,283.03614884716171,14212,A41,5,Wick Street,25
12,5,1,6,2,477796268,10763,,14210,132.00500937461084,14210,A41,5,Lord Street,25
12,99,1,98,2,477792899,7786,,14202,167.58760962499508,14202,A41,5,Bean Alley,25
12,299,169,298,174,477798035,10479,,14204,159.72328893933826,14204,A41,5,Kentucky Street,25
12,7,1,8,2,477787596,8317,,14213,25.008813613055345,14213,A40,5,17th Street,25
12,99,1,98,2,477786875,1339,,14211,222.15451935877354,14211,A41,5,Rawlins Avenue,25
12,199,105,198,106,477797941,10524,,14210,234.07695679006071,14210,A41,5,Sidway Street,25
12,,,,,477799195,9640,,14203,88.773619966612472,14203,A41,4,Ohio Street,25
12,57,3,58,4,477796175,10026,,14203,124.77448184969097,14203,A41,4,Perry Street,25
12,583,573,606,548,477794137,6555,,14206,122.20415745771567,14206,A41,5,Howard Street,25
12,99,1,98,2,477790480,7869,,14201,187.46309996668617,14201,A41,5,Keep Alley,25
12,199,37,198,40,477790958,7846,,14201,262.36074603453778,14201,A40,5,Trinity Place,25
12,65,1,62,2,477794008,6699,,14206,194.01206792272998,14206,A40,5,Stanton Street,25
12,,,,,477791626,7822,,14202,13.793175196446473,14202,A71,5,Curtain Up Alley,5
12,199,1,198,2,477789045,1121,,14211,337.39968658175269,14211,A41,5,Saint Joseph Avenue,25
12,161,153,160,152,477794527,10821,,14206,50.028836683975982,14206,A41,5,Bond Street,25
12,369,317,370,316,477797294,10718,,14210,90.442700644886571,14210,A31,4,Smith Street,35
12,199,1,198,2,477790520,6314,,14212,141.09072967461665,14212,A41,5,Beck Street,25
12,,,,,477793886,7508,,14202,5.9835106753424423,14202,A20,3,South Elmwood Avenue,35
12,98,2,99,1,515878127,7794,,14202,62.240005377066964,14202,A41,5,Fountain Plaza,25
12,399,271,398,270,477796293,10406,,14210,160.58390600583203,14210,A41,5,Larkin Street,25
12,23,1,22,2,477789828,8046,,14203,87.461394099118479,14203,A41,5,Carlton Street,25
12,299,259,298,258,477792184,7757,,14201,84.684511462944599,14201,A30,4,Georgia Street,35
12,98,2,99,1,477788158,8243,,14209,127.10246872717651,14209,A41,5,Saint Paul Mall North,25
12,147,83,148,84,477792851,6624,,14212,205.35261600420543,14212,A40,5,Gibson Street,25
12,99,1,198,2,477790276,8061,,14202,295.61057846447238,14202,A40,5,Virginia Place,25
12,99,61,98,62,477790212,6422,,14212,71.287309529876751,14212,A41,5,Schlenker Street,25
12,49,1,10,2,477793237,7378,,14202,22.129622680871019,14202,A30,3,Lafayette Square,35
12,99,1,98,2,512324784,7477,,14203,15.697649505656422,14203,A70,5,M and T Plaza,5
12,89,71,90,62,477796749,10200,,14204,113.40197264626711,14204,A31,4,Michigan Avenue,35
12,17,1,18,2,477789352,8142,,14203,86.403127836818953,14203,A31,4,High Street,35
12,11,100,10,1,477796783,10694,,14210,67.712074255080026,14210,A41,5,Andrew Alley,25
12,99,1,98,2,477788802,8031,,14222,112.74761222128815,14201,A41,5,Mayfair Lane,25
12,659,633,660,632,477793407,6693,,14206,79.551936494375653,14206,A31,4,William Street,35
12,23,1,20,2,477790259,7863,,14201,76.456356831847856,14201,A41,5,Cottage Street,25
12,599,519,598,520,477787172,8350,,14213,37.555725262285598,14213,A31,4,Connecticut Street,35
12,57,1,64,2,477796678,10409,,14210,189.94584007759806,14210,A41,5,Roseville Street,25
12,399,101,398,100,477793524,9249,,14202,133.17547221623067,14202,A41,5,Portside,25
12,99,1,98,2,477793629,7394,,14203,49.155586731559964,14203,A41,5,Dickens Alley,25
12,71,33,72,32,477792913,7789,,14202,49.077131130644752,14202,A41,5,West Mohawk Street,25
12,299,193,298,192,477791894,6484,,14212,201.89895969160759,14212,A40,5,Sears Street,25
06,,,,,506986503,9884,951K,14202,95.954396597530632,14202,A63,2,Ramp,45
12,47,21,48,22,477789983,6420,,14212,74.561583942428697,14212,A41,5,Empire Street,25
12,49,1,52,2,477793053,6573,,14206,110.90577016440632,14206,A40,5,Clark Street,25
12,93,1,94,2,477796628,9799,,14203,230.08629779523031,14203,A41,5,Illinois Street,25
12,23,1,24,2,477793037,7347,,14203,55.477870363003959,14203,A41,5,Hersee Alley,25
12,199,129,198,130,477787288,1348,,14211,186.25519011402599,14211,A41,5,Goembel Avenue,25
